Year,Month,Department,Division,Merchant,TranxDescription,TranxDate,TrnxAmount,Difference
2020,2,DEPT OF CORRECTIONS,DOC-Medical Treatment Srvs,CAN*CANONFINANCIAL CFS,Electronic Sales,08-01-2019,49.24,50.76
2021,6,DEPT OF LABOR,Vocational Rehabilitation Svcs,RESTAURANTSTORE.COM,Commercial Equipment Not Elsewhere Classified,12-08-2020,601.87,-501.87
2019,1,JUDICIAL,Superior Court,AT And T DATA,Telecom Incl Prepaid-Recurring Phone Svcs,07-04-2018,30.0,70.0
2023,4,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,SMITHS BAIT SHOP,Sporting Goods Stores,09/27/2022,40.0,60.0
2022,12,FREIRE CHARTER SCHOOL,Freire Charter School,MGM-SIG -ADV SALES,Lodging,06/22/2022,360.0,-260.0
2021,9,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,TRACTOR SUPPLY #1206,Misc-Auto-Aircraft-Farm Equip Not Elsewhere Class,03/22/2021,44.99,55.01
2021,3,DEPT OF CORRECTIONS,Bureau Chief-Prisons,OUTBACKSTEAKHOUSE#0809,Eating Places Restaurants,09-11-2020,39.47,60.53
2020,5,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,DOLLAR TREE,Variety Stores,11-06-2019,17.0,83.0
2019,2,DEPT OF CORRECTIONS,Facilities Maintenance,HILL'S ELECTRIC MOTOR S,Motor Vehicle Supplies And New Parts,08/13/2018,499.47,-399.47
2020,8,DEPT OF HEALTH AND SOCIAL SV,Hospital ft Chronically Ill,AMZN MKTP US*5P0CZ6ZI3,Book Stores,01/29/2020,31.2,68.8
2019,5,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,GG NEW YORK FINANCIAL,Organizations Charitable And Social Services,11-02-2018,1850.0,-1750.0
2019,10,SVS FR CHILDREN YOUTH FAMILIES,Education Services,LITTLE CAESARS 1225-0004,Fast Food Restaurants,04-05-2019,38.0,62.0
2023,3,THOMAS A EDISON CHARTER SCHOOL,Thomas A Edison Charter School,OLD NAVY ON-LINE,Family Clothing Stores,09-08-2022,17.49,82.51
2019,10,ODYSSEY CHARTER,Odyssey Charter,AMZN MKTP US*MW4LS99E1,Book Stores,04-04-2019,139.9,-39.900000000000006
2021,4,DEPT OF SAFETY AND HOMELAND,State Police Traffic,REDNERS MKTS #58,Grocery Stores Supermarkets,10/17/2020,30.34,69.66
2021,7,DEPT OF CORRECTIONS,Sussex Correctional Inst,LSI,Miscellaneous Publishing And Printing,01/20/2021,19.79,80.21000000000001
2023,6,DEPT OF AGRICULTURE,Food Products Inspection,YARD HOUSE 83100083154,Eating Places Restaurants,12/16/2022,28.93,71.07
2021,8,LEGAL,Department of Justice,DOJ Internal Transaction,Detectve-Protectve Agncy Security Srvs Armor Cars,02/25/2021,275.94,-175.94
2019,9,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,AMAZON.COM*MI8QX92D1,Book Stores,02/28/2019,15.82,84.18
2023,5,DEPT OF SAFETY AND HOMELAND,Communications,MIYAKO JAPANESE RESTAURAN,Eating Places Restaurants,11/21/2022,34.21,65.78999999999999
2019,3,MOT CHARTER SCHOOL,MOT Charter School,LONE STAR PERCUSSION,Durable Goods Not Elsewhere Classified,08/30/2018,28.99,71.01
2021,11,CAMPUS COMMUNITY SCHOOL,Campus Community School,DECKER EQUIPMENT,Durable Goods Not Elsewhere Classified,05-05-2021,237.77,-137.77
2019,2,DEPT OF EDUCATION,Office of the Secretary,AWARDS UNLIMITED,Miscellaneous And Specialty Retail Stores,07/30/2018,300.2,-200.2
2022,9,DEL TECH AND COMM COLLEGE,WILMINGTON CAMPUS,TRAJECSYS CORPORATION,Schools Educational Svc-Not Elsewhere Classified,03-01-2022,1350.0,-1250.0
2021,9,DEPT OF CORRECTIONS,Sussex Cty Community Correctio,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,03-12-2021,250.0,-150.0
2019,2,DEL TECH AND COMM COLLEGE,Owens Campus,WAL-MART #2791,Grocery Stores Supermarkets,08-02-2018,35.32,64.68
2020,4,DEPT OF HEALTH AND SOCIAL SV,Community Health,HAMPTON INN HARRISON,Lodging,09/27/2019,729.0,-629.0
2020,4,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,COMCAST,Cable Satellite Other Pay Television Radio Svcs,10-01-2019,107.19,-7.189999999999998
2020,3,DEPT OF NATRL RES AND ENV CONT,Community Affairs,MES/WARREN FIRE/LAWMEN,Durable Goods Not Elsewhere Classified,09-06-2019,181.0,-81.0
2020,7,DEPT OF NATRL RES AND ENV CONT,Climate Coastal and Energy,FASTENAL COMPANY 01DEDOV,Industrial Supplies Not Elsewhere Classified,01/17/2020,49.99,50.01
2019,5,DEPT OF TRANSPORTATION,Maintenance Districts,DSWA INTERNET,Business Services-Not Elsewhere Classified,11-09-2018,1656.0,-1556.0
2023,5,CHRISTINA SCHOOL DISTRICT,Christina School District,AMZN MKTP US,Book Stores,11/17/2022,-11.15,88.85
2021,9,DEPT OF STATE,Del Comm of Veterans Affairs,HENRY SCHWAB COMPANY,Durable Goods Not Elsewhere Classified,02-09-2021,400.0,-300.0
2023,3,DEPT OF TRANSPORTATION,Maintenance Districts,MONTAGE ENTERPRISES INC.,Hardware Equipment And Supplies,09/13/2022,1222.34,-1122.34
2019,11,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,NEWS WATCH,Organizations Charitable And Social Services,05/15/2019,64.0,36.0
2022,9,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,VZWRLSS*MY VZ VB P,Telecom Incl Prepaid-Recurring Phone Svcs,03-03-2022,42.26,57.74
2021,9,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,AMAZON.COM*L923I74N3,Book Stores,03-01-2021,18.0,82.0
2019,11,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,BEST ACE HDWE,Hardware Stores,05/21/2019,6.38,93.62
2020,1,SVS FR CHILDREN YOUTH FAMILIES,24 Hour Treatment,WM SUPERCENTER #3802,Grocery Stores Supermarkets,07/15/2019,12.94,87.06
2019,11,DEPT OF CORRECTIONS,Sussex Correctional Inst,WENDY'S - 415 F3,Fast Food Restaurants,05-03-2019,10.64,89.36
2020,5,LEGAL,PUBLIC DEFENDER,GO AIRPORT SHUTTLE,Travel,10/31/2019,108.6,-8.599999999999994
2022,5,COLONIAL SCHOOL DISTRICT,Colonial School District,ASHA EVENTS - 7,Organizations Charitable And Social Services,11-09-2021,49.0,51.0
2021,4,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,ID WHOLESALER,Durable Goods Not Elsewhere Classified,10-01-2020,127.5,-27.5
2022,10,DEPT OF CORRECTIONS,New Castle Cty Community Corre,GRIFFITH ENERGY SERVIC,Fuel Dealers-Coal Fuel Oil Liq Petroleum Wood,03/30/2022,119.0,-19.0
2021,3,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,PAYPAL *WMBOOTHDRAP,Drapery Upolstery And Window Coverings Stores,09/18/2020,32.0,68.0
2023,4,DEPT OF TRANSPORTATION,Capital Project Cost Center,SIGNIA BY HILTON BONNET C,Lodging,10/22/2022,257.63,-157.63
2022,12,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,MUMFORDSHEETMETALWOR,Business Services-Not Elsewhere Classified,06/13/2022,1316.35,-1216.35
2021,1,DEPT OF SAFETY AND HOMELAND,State Police Transportation,STAPLS0184897430000002,Stationery-Office Supplies-Printing Writing Pap,07/16/2020,31.8,68.2
2019,6,DEPT OF CORRECTIONS,Sussex Cty Community Correctio,SHERWIN WILLIAMS 703692,Glass Paint Wallpaper Stores,12-05-2018,1500.0,-1400.0
2020,1,DEPT OF AGRICULTURE,Forest Service,HOMEDEPOT.COM,Home Supply Warehouse Stores,07-09-2019,1379.99,-1279.99
2019,9,FIRE PREVENTION COMMISSION,State Fire School,WALMART.COM 8009666546,Discount Stores,02/27/2019,40.57,59.43
2019,8,DEPT OF TRANSPORTATION,Toll Administration,STATE JANITORAL SUPPLY,Cleaning And Maintenance Janitorial Services,02-01-2019,39.86,60.14
2020,9,DEPT OF NATRL RES AND ENV CONT,FINANCIAL SERVICES,UPS*1ZX2251A0193671060,Courier Svc-Air Ground Freight Forwarders,03/25/2020,8.79,91.21000000000001
2019,11,DEPT OF TRANSPORTATION,Maintenance Districts,MSC,Industrial Supplies Not Elsewhere Classified,05/16/2019,384.66,-284.66
2022,11,JUDICIAL,Child Death Review Commission,AMZN MKTP US*1Q7AX3QR0,Book Stores,05-03-2022,60.39,39.61
2022,11,DEPT OF HEALTH AND SOCIAL SV,Child Support Services,AMERICAN AIR0010264998915,Airline,05/22/2022,10.2,89.8
2020,9,DEPT OF TRANSPORTATION,Maintenance Districts,SHERIDAN FORD SALES,Auto Truck Dlrs-Sales Svc Reprs Prts Leasing,03/24/2020,14.4,85.6
2021,9,DEPT OF SAFETY AND HOMELAND,Communications,VZWRLSS*BILL PAY VB,Telecom Incl Prepaid-Recurring Phone Svcs,03/23/2021,8.64,91.36
2019,9,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,DUNKIN #335704 Q35,Fast Food Restaurants,03-07-2019,28.4,71.6
2019,10,CHRISTINA SCHOOL DISTRICT,Christina School District,HILTON HOTELS,Lodging,04-12-2019,1351.95,-1251.95
2020,8,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,MCDONALD'S F4566,Fast Food Restaurants,02/17/2020,7.68,92.32
2020,3,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,G And E HARDWARE,Hardware Stores,08/29/2019,33.97,66.03
2019,9,EXECUTIVE,Criminal Justice Council,CLARK STREET GRILL,Eating Places Restaurants,03/13/2019,12.21,87.78999999999999
2019,8,DEPT OF TRANSPORTATION,ENGINEERING SUPPORT,APA-MEMBERSHIP ONLINE,Organizations Membership-Not Elsewhere Classified,02-06-2019,307.0,-207.0
2020,1,DEPT OF LABOR,Vocational Rehabilitation Svcs,STAPLS0176253436000002,Stationery-Office Supplies-Printing Writing Pap,07/23/2019,21.32,78.68
2020,2,LAUREL SCHOOL DISTRICT,Laurel School District,SOUTHWES 5262106800954,Airline,08-08-2019,412.96,-312.96
2019,3,SEAFORD SCHOOL DISTRICT,Seaford School District,WALMART.COM 8009666546,Discount Stores,09/26/2018,164.52,-64.52000000000001
2020,5,DEPT OF CORRECTIONS,Food Services,WB MASON,Stationery-Office Supplies-Printing Writing Pap,10/28/2019,179.04,-79.03999999999999
2019,7,COLONIAL SCHOOL DISTRICT,Colonial School District,DNH*GODADDY.COM,Computer Network-Information Services,01-11-2019,25.16,74.84
2019,9,JUDICIAL,Office Of The Child Advocate,TST* BELOW THE RADAR,Eating Places Restaurants,03/19/2019,18.06,81.94
2023,3,DEPT OF HEALTH AND SOCIAL SV,Social Services,NBCDI,Organizations Charitable And Social Services,09-10-2022,500.0,-400.0
2021,4,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,10-02-2020,336.23,-236.23000000000002
2019,7,DEPT OF STATE,Public Service Commission,NATL ASSN REG UTIL COMM,Organizations Membership-Not Elsewhere Classified,12/31/2018,335.0,-235.0
2020,7,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,RUBY TUESDAY #4621,Eating Places Restaurants,01-04-2020,37.35,62.65
2022,5,DEPT OF SAFETY AND HOMELAND,State Police-Executive,SHEETZ 0307 00003079,Service Stations With Or Without Ancillary Service,11/19/2021,22.78,77.22
2021,9,DEPT OF TRANSPORTATION,Traffic,CITY-OF-NEWARK,Utlts-Elctrc Gas Heating Oil Sanitary Water,02/23/2021,35.63,64.37
2022,5,MOT CHARTER SCHOOL,MOT Charter School,PAYPAL *REPAIRDEPOT,Electronic Sales,10/28/2021,125.0,-25.0
2022,6,SEAFORD SCHOOL DISTRICT,Seaford School District,SCRUBS And BEYOND ECOMM,Accessory And Apparel Stores-Miscellaneous,12-03-2021,-55.98,44.02
2021,10,DEPT OF SAFETY AND HOMELAND,Highway Safety,DROPBOX LFJG4GL481KD,Computer Network-Information Services,04-10-2021,11.99,88.01
2022,3,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,MRS FIELDS COOKIES 50325,Bakeries,09-02-2021,10.94,89.06
2021,11,DEPT OF NATRL RES AND ENV CONT,Office of Innovation and Techn,VERIZONWRLSS*RTCCR VB,Telecom Incl Prepaid-Recurring Phone Svcs,05-04-2021,85.66,14.340000000000003
2019,11,DEPT OF NATRL RES AND ENV CONT,Office of Innovation and Techn,GRAINGER,Industrial Supplies Not Elsewhere Classified,05-08-2019,43.96,56.04
2022,11,SMYRNA SCHOOL DISTRICT,Smyrna School District,HILTON HOTELS,Lodging,04/28/2022,3.9,96.1
2019,2,DELAWARE MILITARY ACADEMY,Delaware Military Academy,AMZN MKTP US,Book Stores,08-10-2018,14.98,85.02
2021,9,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,STREETCOP,Schools Business And Secretarial,03-05-2021,398.0,-298.0
2021,5,DEL TECH AND COMM COLLEGE,Owens Campus,UPS*1ZT2VD910300510151,Courier Svc-Air Ground Freight Forwarders,11/21/2020,13.23,86.77
2020,4,DEPT OF HEALTH AND SOCIAL SV,DirectorS OfcSupport Service,CAN*CANONFINANCIAL CFS,Electronic Sales,10-11-2019,64.6,35.400000000000006
2022,4,DEL TECH AND COMM COLLEGE,DTCC - Stanton Campus,STAPLS0194956687000001,Stationery-Office Supplies-Printing Writing Pap,10-06-2021,87.87,12.129999999999995
2022,1,CAPE HENLOPEN SCHOOL DISTRICT,Cape Henlopen School District,VISTAPR*VISTAPRINT.COM,Miscellaneous Publishing And Printing,07/20/2021,68.09,31.909999999999997
2020,9,DEPT OF TRANSPORTATION,US 301 Maintenance Operations,GRAINGER,Industrial Supplies Not Elsewhere Classified,03/25/2020,141.75,-41.75
2022,3,LEGAL,PUBLIC DEFENDER,AMERICAN AIR0012199812671,Airline,09-07-2021,311.8,-211.8
2019,2,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,THE HOME DEPOT #8440,Home Supply Warehouse Stores,08-06-2018,140.05,-40.05000000000001
2022,6,POLYTECH SCHOOL DISTRICT,Polytech School District,JAMECO ELECTRONICS,Electronic Sales,12/16/2021,1574.44,-1474.44
2022,10,DEPT OF STATE,Libraries,MARYLAND LIBRARY ASSOCIAT,Business Services-Not Elsewhere Classified,03/30/2022,-175.0,-75.0
2019,2,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,PENN DEL LOCK,Business Services-Not Elsewhere Classified,08/16/2018,200.8,-100.80000000000001
2019,6,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,EB 2019 DE HORTICULTU,Business Services-Not Elsewhere Classified,12/26/2018,33.56,66.44
2020,5,DEPT OF TRANSPORTATION,Toll Administration,STATE JANITORAL SUPPLY,Cleaning And Maintenance Janitorial Services,10/29/2019,56.0,44.0
2019,6,DEPT OF TRANSPORTATION,Maintenance Districts,FASTENAL COMPANY01,Hardware Stores,12-10-2018,46.86,53.14
2022,2,DEPT OF HEALTH AND SOCIAL SV,Medicaid And Medical Assista,WB MASON CO,Stationery-Office Supplies-Printing Writing Pap,08/20/2021,147.9,-47.900000000000006
2023,4,DEPT OF TRANSPORTATION,Maintenance Districts,BELTWAY INTL TRUCKS LLC,Commercial Equipment Not Elsewhere Classified,10/18/2022,131.98,-31.97999999999999
2022,9,EXECUTIVE,Facilities Management,LOWES #02795*,Home Supply Warehouse Stores,02/28/2022,169.0,-69.0
2023,2,DEPT OF TRANSPORTATION,Maintenance Districts,SALISBURY AUTOMOTIVE,Automotive Parts Accessories Stores,08-08-2022,49.96,50.04
2019,1,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,COL PRKNG JSTCE CTR Q08,Automobile Parking Lots And Garages,07-09-2018,4.0,96.0
2022,9,DEPT OF TRANSPORTATION,Capital Project Cost Center,LOWES #00587*,Home Supply Warehouse Stores,03/25/2022,10.46,89.53999999999999
2022,7,DEPT OF HEALTH AND SOCIAL SV,Community Health,STAPLS0196877314000002,Stationery-Office Supplies-Printing Writing Pap,01-04-2022,34.29,65.71000000000001
2023,5,DEPT OF CORRECTIONS,Sussex Correctional Inst,STAPLS0203900876000001,Stationery-Office Supplies-Printing Writing Pap,10/29/2022,32.85,67.15
2022,10,DEPT OF TRANSPORTATION,Maintenance Districts,SUEZDEL,Utlts-Elctrc Gas Heating Oil Sanitary Water,03/29/2022,136.4,-36.400000000000006
2019,5,DEPT OF STATE,Delaware Economic Development,STAPLES 00101105,Office School Supply And Stationery Stores,11-02-2018,14.0,86.0
2022,7,WOODBRIDGE SCHOOL DISTRICT,Woodbridge School District,JOANN STORES*JOANN.COM,Fabric Needlework Piece Goods And Sewing Stores,01/15/2022,18.37,81.63
2023,2,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMZN MKTP US*2J9DO4I53,Book Stores,08-07-2022,66.86,33.14
2021,11,DEPT OF TRANSPORTATION,Maintenance Districts,BAYSHORE FORD TRUCK SERVI,Auto Truck Dlrs-Sales Svc Reprs Prts Leasing,05-10-2021,3.58,96.42
2019,11,SVS FR CHILDREN YOUTH FAMILIES,InterventionTreatment,A EAGLE OUTFTR00004440,Mens And Womens Clothing Stores,05-06-2019,89.92,10.079999999999998
2020,4,MOT CHARTER SCHOOL,MOT Charter School,THE HOME DEPOT #6843,Home Supply Warehouse Stores,10-11-2019,74.1,25.900000000000006
2022,2,DEPT OF TRANSPORTATION,Maintenance Districts,NUCAR CONNECTION-WSPARTS,Automotive Parts Accessories Stores,08/24/2021,124.7,-24.700000000000003
2020,11,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,KEEPSAKE QUILTING,Artist Supply Stores Craft Shops,05/21/2020,37.27,62.73
2022,8,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMZN MKTP US*OK9EW9YY3,Book Stores,02-11-2022,559.93,-459.92999999999995
2022,10,DEPT OF SAFETY AND HOMELAND,St Bureau Of Identification,SQ *CRLEAA INC.,Organizations Membership-Not Elsewhere Classified,04/19/2022,25.0,75.0
2021,10,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,04/17/2021,436.98,-336.98
2020,2,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,AMZN MKTP US*MO5WP14B0,Book Stores,08/25/2019,54.4,45.6
2022,7,DEPT OF HEALTH AND SOCIAL SV,Community Services,MATTRESS FIRM 159016,Equip Furniture Home Furnshngs Strs Excpt Appl,01/17/2022,-69.99,30.010000000000005
2021,3,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,09-10-2020,25.0,75.0
2022,5,LEGAL,Department of Justice,DOJ Internal Transaction,Lodging,11-02-2021,-63.27,36.73
2022,4,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,SCHOLASTIC BOOK FAIRS R4,Schools Educational Svc-Not Elsewhere Classified,10/21/2021,15.98,84.02
2022,3,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,09-07-2021,25.0,75.0
2019,8,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,AMERICAN CULINARY FEDERA,Organizations Charitable And Social Services,01/29/2019,400.0,-300.0
2022,4,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,WALMART.COM AA,Discount Stores,10-07-2021,171.52,-71.52000000000001
2019,12,DEPT OF TRANSPORTATION,Planning,FASTENAL COMPANY 01DEDOV,Industrial Supplies Not Elsewhere Classified,06-10-2019,35.79,64.21000000000001
2020,1,DEPT OF HEALTH AND SOCIAL SV,Community Health,STAPLS0176217679000001,Stationery-Office Supplies-Printing Writing Pap,07/17/2019,93.98,6.019999999999996
2023,2,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,AMZN MKTP US*8903E9IU3,Book Stores,08/24/2022,121.35,-21.349999999999994
2019,11,LAKE FOREST SCHOOL DISTRICT,Lake Forest School District,AMAZON.COM*MN0M37D60,Book Stores,05/24/2019,16.89,83.11
2019,3,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,PSYCHOLOGICAL ASSESSMENT,Miscellaneous Publishing And Printing,09-07-2018,134.2,-34.19999999999999
2019,11,DEPT OF STATE,State Banking Commission,AUNTIE ANNE'S TX185,Fast Food Restaurants,05/24/2019,6.98,93.02
2020,9,DEPT OF TRANSPORTATION,Maintenance Districts,SHERIDAN FORD SALES,Auto Truck Dlrs-Sales Svc Reprs Prts Leasing,03/24/2020,122.47,-22.47
2020,8,DEPT OF CORRECTIONS,Facilities Maintenance,WASTE MGMT WM EZPAY,Utlts-Elctrc Gas Heating Oil Sanitary Water,01/28/2020,216.0,-116.0
2022,5,DEPT OF SAFETY AND HOMELAND,State Police Traffic,SAMS CLUB #6330,Wholesale Clubs,11-03-2021,121.8,-21.799999999999997
2023,4,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,10/14/2022,25.0,75.0
2020,12,DEPT OF CORRECTIONS,Office Of The Commissioner,STAPLS0183508478002001,Stationery-Office Supplies-Printing Writing Pap,06-06-2020,45.69,54.31
2021,10,WOODBRIDGE SCHOOL DISTRICT,Woodbridge School District,SOUTHPAW ENTERPRISES INC,Dental-Lab-Med-Ophthalmic Hosp Equip Supplies,04/19/2021,205.58,-105.58000000000001
2021,1,NEW CASTLE COUNTY VO-TECH SCH,New Castle County Vo-Tech Sch,DLTCRP BACKGROUND CHECK,Government Services-Not Elsewhere Classified,07/21/2020,25.0,75.0
2021,12,APPOQUINIMINK SCHOOL DISTRICT,Appoquinimink School District,WALMART.COM AZ,Discount Stores,06/16/2021,134.17,-34.16999999999999
2020,12,DEPT OF NATRL RES AND ENV CONT,Watershed Stewardship,CAN*CANONFINANCIAL CFS,Electronic Sales,06/26/2020,321.14,-221.14
2022,3,DEL TECH AND COMM COLLEGE,DTCC - Terry Campus,AMZN MKTP US*252BX8Q70,Book Stores,09-01-2021,34.87,65.13
2021,7,DEPT OF NATRL RES AND ENV CONT,Office Of The Secretary,DSCYF CRIMINAL HIST,Colleges Univ Pro Schools Junior Colleges,01/22/2021,42.0,58.0
2021,4,DEPT OF CORRECTIONS,Sussex Correctional Inst,LOWES #02795*,Home Supply Warehouse Stores,10/22/2020,34.86,65.14
2020,6,DEPT OF NATRL RES AND ENV CONT,Water,DEPO TEXAS INC,Stenographic And Secretarial Support Services,12/13/2019,624.5,-524.5
2022,10,DEPT OF SAFETY AND HOMELAND,Communications,AMERICAN AIR0011525298274,Airline,03/31/2022,30.0,70.0
2023,2,LEGAL,Department of Justice,STAPLS0202209797000001,Stationery-Office Supplies-Printing Writing Pap,08/13/2022,26.4,73.6
2020,3,DEPT OF LABOR,Employment And Training Serv,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,09/17/2019,79.28,20.72
2023,4,DEPT OF NATRL RES AND ENV CONT,Fish and Wildlife,HYATT PLACE DEWEY BEACH,Lodging,10-06-2022,22.88,77.12
2020,4,SEAFORD SCHOOL DISTRICT,Seaford School District,DECTFL,Commercial Art Graphics Photography,10-10-2019,35.0,65.0
2022,1,DEPT OF TRANSPORTATION,Maintenance Districts,PRAXAIR DIST INC OAM,Industrial Supplies Not Elsewhere Classified,07/16/2021,7.44,92.56
2022,12,BRANDYWINE SCHOOL DISTRICT,Brandywine School District,167PIN* HAESE MATHEMATICS,Books Periodicals And Newspapers,06-07-2022,508.73,-408.73
2020,11,RED CLAY CONSOLIDATED SCH DIST,Red Clay Consolidated Sch Dist,PETCO COM 00069880,Pet Shops - Pet Foods And Supplies,05-05-2020,385.29,-285.29
2022,5,DEL TECH AND COMM COLLEGE,Owens Campus,NASPA NIMBLE,Organizations Charitable And Social Services,11-04-2021,141.5,-41.5
2022,2,EXECUTIVE,Budget Development And Plann,STAPLS0193306500000001,Stationery-Office Supplies-Printing Writing Pap,07/29/2021,34.44,65.56
2019,12,DEPT OF STATE,Libraries,UWEX REGISTRATION,Schools Educational Svc-Not Elsewhere Classified,05/31/2019,1320.0,-1220.0
2020,4,SVS FR CHILDREN YOUTH FAMILIES,Periodic Treatment,WALMART.COM 8009666546,Discount Stores,10/16/2019,19.97,80.03
2022,3,DEPT OF HEALTH AND SOCIAL SV,Social Services,OFFICE DEPOT #5910,Direct Marketing-Combination Catalog-Retail Merch,08/30/2021,21.1,78.9
2023,2,ACADEMIA ANTONIA ALONSO,Academia Antonia Alonso,STAPLES 00103408,Office School Supply And Stationery Stores,08/23/2022,34.99,65.00999999999999
2022,8,DEPT OF NATRL RES AND ENV CONT,Parks and Recreation,VERIZONWRLSS*RTCCR VB,Telecom Incl Prepaid-Recurring Phone Svcs,02-02-2022,120.03,-20.03
2019,6,DEL TECH AND COMM COLLEGE,Owens Campus,PODS OF DOVER,Public Warehousing-Farm Refrig Goods Hhg Storage,12/25/2018,172.51,-72.50999999999999
2021,8,DEL TECH AND COMM COLLEGE,Owens Campus,TECHGAS INC,Industrial Supplies Not Elsewhere Classified,02/25/2021,55.0,45.0
